,JDAY,TAIR,TDEW,WIND,PHI,CLOUD,SRO,,,
4/8/2022 6:00,36988.25,20,1.113083612,1.341120001,1.553343034,1.639701741,142,,,
4/8/2022 7:00,36988.29,19.44444444,0.987512751,1.788160002,0.977384381,1.405458635,361,,,
4/8/2022 8:00,36988.34,18.88888889,1.31846879,2.235200002,0.698131701,1.171215529,582,,,
4/8/2022 9:00,36988.38,21.66666667,2.377881969,0.894080001,0.453785606,0.936972423,741,,,
4/8/2022 10:00,36988.42,26.11111111,3.60317228,0.44704,3.769911184,0.702729318,869,,,
4/8/2022 11:00,36988.46,27.77777778,5.942532026,1.341120001,3.752457892,0.468486212,929,,,
4/8/2022 12:00,36988.5,29.44444444,4.354037075,1.341120001,4.310963252,0.234243106,928,,,
4/8/2022 13:00,36988.55,31.11111111,4.584007422,0.44704,3.961897402,0,867,,,
4/8/2022 14:00,36988.59,34.44444444,4.918661188,2.682240002,4.031710572,2.97440993,748,,,
4/8/2022 15:00,36988.63,33.33333333,5.021706149,2.682240002,3.316125579,4.899017893,580,,,
4/8/2022 16:00,36988.67,33.33333333,2.607153785,5.364480005,5.323254219,4.676335262,347,,,
4/8/2022 17:00,36988.71,34.44444444,4.354037075,4.917440005,5.148721293,4.45365263,111,,,
4/8/2022 18:00,36988.76,32.77777778,4.895247075,4.917440005,4.974188368,4.230969999,11,,,
4/8/2022 19:00,36988.8,30.55555556,6.114512091,3.576320003,5.078908123,4.008287367,0,,,
4/8/2022 20:00,36988.84,28.88888889,5.257536825,4.023360004,4.974188368,3.785604736,0,,,
4/8/2022 21:00,36988.88,27.22222222,4.723783816,3.129280003,5.672320069,3.562922104,0,,,
4/8/2022 22:00,36988.92,24.44444444,4.2598747,2.235200002,4.36332313,3.340239473,0,,,
4/8/2022 23:00,36988.97,23.33333333,4.650324484,1.788160002,6.091199089,3.117556841,0,,,
4/9/2022 0:00,36989,22.77777778,4.650324484,1.341120001,0.541052068,2.89487421,0,,,
4/9/2022 1:00,36989.04,20.55555556,3.952799289,1.341120001,0.837758041,2.672191578,0,,,
4/9/2022 2:00,36989.08,20,3.764755804,1.788160002,0.261799388,2.449508947,0,,,
4/9/2022 3:00,36989.13,18.88888889,3.781524667,2.682240002,0.907571211,2.226826315,0,,,
4/9/2022 4:00,36989.17,17.22222222,3.598452539,2.235200002,4.22369679,2.004143684,0,,,
4/9/2022 5:00,36989.21,15,3.240486823,1.788160002,4.520402763,1.781461052,12,,,
4/9/2022 6:00,36989.25,13.88888889,2.873830855,2.235200002,4.136430327,1.558778421,160,,,
4/9/2022 7:00,36989.29,12.77777778,2.334346637,2.235200002,4.398229715,1.336095789,387,,,
4/9/2022 8:00,36989.34,13.33333333,2.699448979,1.788160002,4.36332313,1.113413158,606,,,
4/9/2022 9:00,36989.38,15.55555556,3.919167587,4.470400004,4.468042885,0.890730526,780,,,
4/9/2022 10:00,36989.42,17.22222222,4.515830991,4.470400004,4.380776423,0.668047895,896,,,
4/9/2022 11:00,36989.46,19.44444444,5.319672023,3.576320003,4.799655443,0.445365263,952,,,
4/9/2022 12:00,36989.5,22.77777778,5.184701505,3.576320003,4.4331363,0.222682632,946,,,
4/9/2022 13:00,36989.55,23.88888889,5.425294941,2.682240002,4.171336912,0,879,,,
4/9/2022 14:00,36989.59,23.88888889,5.665913278,4.470400004,4.22369679,2.801131263,756,,,
4/9/2022 15:00,36989.63,25,5.942704262,2.235200002,4.886921906,4.980039483,579,,,
4/9/2022 16:00,36989.67,25,4.806649178,7.599680007,5.218534463,4.82338196,369,,,
4/9/2022 17:00,36989.71,25.55555556,5.184701505,4.470400004,4.537856055,4.666724437,151,,,
4/9/2022 18:00,36989.76,25,6.526994345,4.917440005,4.468042885,4.510066914,13,,,
4/9/2022 19:00,36989.8,22.22222222,6.325042844,4.917440005,4.555309348,4.353409391,0,,,
4/9/2022 20:00,36989.84,20.55555556,5.132007205,2.682240002,4.852015321,4.196751868,0,,,
4/9/2022 21:00,36989.88,19.44444444,5.188219355,3.129280003,4.991641661,4.040094345,0,,,
4/9/2022 22:00,36989.92,16.66666667,5.031767724,1.788160002,3.874630939,3.883436822,0,,,
4/9/2022 23:00,36989.97,15.55555556,4.863600356,3.576320003,4.450589593,3.726779299,0,,,
4/10/2022 0:00,36990,14.44444444,4.678983315,2.682240002,5.183627878,3.570121776,0,,,
4/10/2022 1:00,36990.04,12.77777778,4.678983315,1.788160002,4.066617157,3.413464253,0,,,
4/10/2022 2:00,36990.08,11.66666667,3.952799289,2.235200002,4.15388362,3.25680673,0,,,
4/10/2022 3:00,36990.13,10,2.38425619,2.235200002,4.241150082,3.100149207,0,,,
4/10/2022 4:00,36990.17,9.444444444,0.875276621,1.788160002,3.769911184,2.943491684,0,,,
4/10/2022 5:00,36990.21,8.333333333,0.467312279,1.788160002,4.380776423,2.786834161,16,,,
4/10/2022 6:00,36990.25,8.333333333,-0.27134079,0.894080001,3.403392041,2.630176638,146,,,
4/10/2022 7:00,36990.29,8.333333333,-1.301026222,0.894080001,3.368485456,2.473519115,371,,,
4/10/2022 8:00,36990.34,8.888888889,-1.348164804,1.341120001,3.577924967,2.316861592,598,,,
4/10/2022 9:00,36990.38,13.33333333,1.019114788,1.788160002,1.884955592,2.160204069,737,,,
4/10/2022 10:00,36990.42,13.88888889,0.537987321,2.235200002,3.560471674,2.003546546,869,,,
4/10/2022 11:00,36990.46,15.55555556,2.940163329,3.129280003,3.403392041,1.846889023,956,,,
4/10/2022 12:00,36990.5,17.22222222,1.8243258,3.129280003,3.455751919,1.6902315,894,,,
4/10/2022 13:00,36990.55,18.88888889,2.122534514,1.788160002,3.438298626,1.533573977,840,,,
4/10/2022 14:00,36990.59,20,2.253174312,1.788160002,1.815142422,4.776361323,681,,,
4/10/2022 15:00,36990.63,20.55555556,1.704294682,1.788160002,3.333578871,6.111145534,525,,,
4/10/2022 16:00,36990.67,20.55555556,1.213443557,1.341120001,0.052359878,6.287911646,364,,,
4/10/2022 17:00,36990.71,21.11111111,1.8243258,0.44704,1.710422667,6.464677758,141,,,
4/10/2022 18:00,36990.76,22.22222222,2.570221984,0.894080001,4.921828491,6.64144387,11,,,
4/10/2022 19:00,36990.8,20,4.648458947,3.129280003,4.468042885,6.818209982,0,,,
4/10/2022 20:00,36990.84,17.77777778,2.84597562,2.682240002,4.625122518,6.994976094,0,,,
4/10/2022 21:00,36990.88,17.22222222,2.557885613,1.788160002,4.799655443,7.171742206,0,,,
4/10/2022 22:00,36990.92,16.11111111,2.59803955,0.894080001,0.06981317,7.348508318,0,,,
4/10/2022 23:00,36990.97,12.22222222,2.285004424,2.682240002,4.22369679,7.52527443,0,,,
4/11/2022 0:00,36991,12.22222222,2.068695867,2.682240002,4.450589593,7.702040543,0,,,
4/11/2022 1:00,36991.04,10.55555556,2.068695867,2.235200002,4.57276264,7.878806655,0,,,
4/11/2022 2:00,36991.08,10,1.539352184,1.341120001,4.886921906,8.055572767,0,,,
4/11/2022 3:00,36991.13,9.444444444,1.224506944,0.894080001,4.136430327,8.232338879,0,,,
4/11/2022 4:00,36991.17,7.777777778,1.010008501,2.235200002,4.345869837,8.409104991,0,,,
4/11/2022 5:00,36991.21,7.222222222,0.905038396,1.341120001,4.328416545,8.585871103,9,,,
4/11/2022 6:00,36991.25,7.222222222,0.581060188,2.682240002,4.206243497,8.762637215,54,,,
4/11/2022 7:00,36991.29,7.777777778,0.480664817,2.682240002,4.188790205,8.939403327,130,,,
4/11/2022 8:00,36991.34,8.888888889,0.694258204,1.788160002,4.118977035,9.116169439,184,,,
4/11/2022 9:00,36991.38,10,0.941386699,2.235200002,4.468042885,9.292935552,244,,,
4/11/2022 10:00,36991.42,9.444444444,2.585534737,1.788160002,4.29350996,9.469701664,355,,,
4/11/2022 11:00,36991.46,10.55555556,5.149602335,1.341120001,5.567600314,9.646467776,382,,,
4/11/2022 12:00,36991.5,10.55555556,2.759674817,0.894080001,3.665191429,9.823233888,495,,,
4/11/2022 13:00,36991.55,11.66666667,3.111326793,3.576320003,1.239183769,10,257,,,
4/11/2022 14:00,36991.59,11.66666667,4.781251403,3.576320003,0.977384381,9.96021592,285,,,
4/11/2022 15:00,36991.63,12.22222222,4.456646755,1.788160002,1.675516082,9.250421594,309,,,
4/11/2022 16:00,36991.67,11.11111111,3.4241122,0.894080001,1.954768762,8.829947885,376,,,
4/11/2022 17:00,36991.71,12.22222222,3.445657805,1.788160002,5.951572749,8.409474176,154,,,
4/11/2022 18:00,36991.76,12.22222222,4.924186559,3.129280003,5.637413484,7.989000468,12,,,
4/11/2022 19:00,36991.8,11.66666667,4.143503545,2.682240002,6.056292504,7.568526759,0,,,
4/11/2022 20:00,36991.84,11.11111111,4.264679206,4.470400004,5.358160804,7.14805305,0,,,
4/11/2022 21:00,36991.88,10.55555556,4.264679206,6.258560006,4.956735076,6.727579341,0,,,
4/11/2022 22:00,36991.92,9.444444444,3.963161049,7.152640007,5.113814708,6.307105632,0,,,
4/11/2022 23:00,36991.97,7.777777778,3.560747778,2.682240002,4.590215933,5.886631923,0,,,
4/12/2022 0:00,36992,7.222222222,3.241177308,2.235200002,4.555309348,5.466158215,0,,,
4/12/2022 1:00,36992.04,6.111111111,2.91714989,2.682240002,4.520402763,5.045684506,0,,,
4/12/2022 2:00,36992.08,5.555555556,2.498464025,2.682240002,4.136430327,4.625210797,0,,,
4/12/2022 3:00,36992.13,5,1.967322148,2.235200002,4.206243497,4.204737088,0,,,
4/12/2022 4:00,36992.17,3.888888889,1.754755684,2.682240002,4.310963252,3.784263379,0,,,
4/12/2022 5:00,36992.21,5.555555556,2.055018769,1.341120001,4.921828491,3.363789671,21,,,
4/12/2022 6:00,36992.25,3.888888889,0.572204347,0.894080001,3.420845334,2.943315962,184,,,
4/12/2022 7:00,36992.29,3.333333333,-0.107867119,1.788160002,3.839724354,2.522842253,417,,,
4/12/2022 8:00,36992.34,5.555555556,0.182464793,1.788160002,5.462880559,2.102368544,638,,,
4/12/2022 9:00,36992.38,7.222222222,0.511575894,1.341120001,3.665191429,1.681894835,811,,,
4/12/2022 10:00,36992.42,9.444444444,0.537987321,1.788160002,5.009094953,1.261421126,933,,,
4/12/2022 11:00,36992.46,11.11111111,2.252885497,3.129280003,4.991641661,0.840947418,993,,,
4/12/2022 12:00,36992.5,12.77777778,3.272780245,8.046720007,5.235987756,0.420473709,987,,,
4/12/2022 13:00,36992.55,15,-2.058496519,5.811520005,5.061454831,0,920,,,
4/12/2022 14:00,36992.59,13.88888889,-0.59199433,5.811520005,4.956735076,1.651907255,791,,,
4/12/2022 15:00,36992.63,15.55555556,-0.141499557,6.705600006,5.078908123,4.430079455,610,,,
4/12/2022 16:00,36992.67,15.55555556,-0.192725664,4.023360004,4.590215933,4.228712207,392,,,
4/12/2022 17:00,36992.71,15,0.55388775,8.046720007,5.113814708,4.027344959,163,,,
4/12/2022 18:00,36992.76,14.44444444,-1.603887144,8.046720007,5.113814708,3.825977711,15,,,
4/12/2022 19:00,36992.8,13.88888889,0.064627072,7.599680007,5.061454831,3.624610463,0,,,
4/12/2022 20:00,36992.84,12.22222222,0.985604382,3.576320003,5.026548246,3.423243215,0,,,
4/12/2022 21:00,36992.88,11.66666667,0.502803844,4.023360004,5.445427266,3.221875967,0,,,
4/12/2022 22:00,36992.92,11.11111111,-0.322362473,3.129280003,5.270894341,3.020508719,0,,,
4/12/2022 23:00,36992.97,10,-0.529818042,3.576320003,4.869468613,2.819141471,0,,,
4/13/2022 0:00,36993,9.444444444,-0.525403528,4.023360004,5.253441049,2.617774223,0,,,
4/13/2022 1:00,36993.04,6.111111111,-0.525403528,1.788160002,4.328416545,2.416406975,0,,,
4/13/2022 2:00,36993.08,5.555555556,-0.541887272,1.788160002,4.049163865,2.215039728,0,,,
4/13/2022 3:00,36993.13,6.111111111,-0.541887272,0.894080001,4.310963252,2.01367248,1,,,
4/13/2022 4:00,36993.17,5,-1.56238295,0.44704,4.625122518,1.812305232,1,,,
4/13/2022 5:00,36993.21,5.555555556,-1.828290038,0.894080001,4.852015321,1.610937984,20,,,
4/13/2022 6:00,36993.25,6.111111111,-1.046128986,1.788160002,5.340707511,1.409570736,179,,,
4/13/2022 7:00,36993.29,5.555555556,-1.562439929,0.894080001,5.602506899,1.208203488,411,,,
4/13/2022 8:00,36993.34,7.777777778,-1.562439929,1.341120001,6.265732015,1.00683624,626,,,
4/13/2022 9:00,36993.38,8.888888889,-2.114781423,0.44704,4.607669225,0.805468992,796,,,
4/13/2022 10:00,36993.42,11.66666667,2.061107626,0.44704,4.834562028,0.604101744,912,,,
4/13/2022 11:00,36993.46,14.44444444,1.778067444,1.788160002,4.555309348,0.402734496,971,,,
4/13/2022 12:00,36993.5,14.44444444,2.013719536,4.470400004,4.328416545,0.201367248,967,,,
4/13/2022 13:00,36993.55,15.55555556,2.83824834,1.341120001,5.218534463,0,903,,,
4/13/2022 14:00,36993.59,16.11111111,3.084358561,2.235200002,5.009094953,2.39238321,778,,,
4/13/2022 15:00,36993.63,17.77777778,4.664102525,0.894080001,2.879793266,4.752406408,599,,,
4/13/2022 16:00,36993.67,17.77777778,3.622514159,1.788160002,4.031710572,4.787898471,381,,,
4/13/2022 17:00,36993.71,18.33333333,4.371604599,4.023360004,4.241150082,4.823390535,156,,,
4/13/2022 18:00,36993.76,17.77777778,6.20288697,6.705600006,5.113814708,4.858882599,14,,,
4/13/2022 19:00,36993.8,16.66666667,4.405999385,2.235200002,4.869468613,4.894374662,0,,,
4/13/2022 20:00,36993.84,15,3.773200732,2.682240002,5.113814708,4.929866726,0,,,
4/13/2022 21:00,36993.88,14.44444444,4.650324484,2.682240002,5.288347634,4.965358789,0,,,
4/13/2022 22:00,36993.92,13.88888889,4.303449923,2.235200002,5.288347634,5.000850853,0,,,
4/13/2022 23:00,36993.97,13.33333333,3.952799289,2.235200002,5.235987756,5.036342917,0,,,
4/14/2022 0:00,36994,11.66666667,3.781524667,0.894080001,4.241150082,5.07183498,0,,,
4/14/2022 1:00,36994.04,10.55555556,3.05818715,1.788160002,4.15388362,5.107327044,0,,,
4/14/2022 2:00,36994.08,9.444444444,3.240486823,2.235200002,4.328416545,5.142819107,0,,,
4/14/2022 3:00,36994.13,8.888888889,2.334346637,0.894080001,3.769911184,5.178311171,0,,,
4/14/2022 4:00,36994.17,8.333333333,1.79486242,0.894080001,3.682644722,5.213803234,0,,,
4/14/2022 5:00,36994.21,9.444444444,1.609979329,2.235200002,0.785398163,5.249295298,21,,,
4/14/2022 6:00,36994.25,7.777777778,1.437390986,1.788160002,3.892084232,5.284787362,135,,,
4/14/2022 7:00,36994.29,8.888888889,1.437390986,0.894080001,1.815142422,5.320279425,396,,,
4/14/2022 8:00,36994.34,10.55555556,0.581060188,0.44704,3.787364477,5.355771489,614,,,
4/14/2022 9:00,36994.38,12.22222222,1.738709218,0.894080001,3.298672286,5.391263552,769,,,
4/14/2022 10:00,36994.42,14.44444444,2.800677172,1.788160002,4.15388362,5.426755616,911,,,
4/14/2022 11:00,36994.46,16.66666667,4.633291391,0.44704,3.595378259,5.46224768,935,,,
4/14/2022 12:00,36994.5,17.22222222,4.907885621,3.129280003,5.602506899,5.497739743,820,,,
4/14/2022 13:00,36994.55,19.44444444,3.900054057,1.788160002,5.916666164,5.533231807,692,,,
4/14/2022 14:00,36994.59,18.33333333,3.111326793,4.917440005,5.253441049,7.886528811,483,,,
4/14/2022 15:00,36994.63,18.33333333,3.900054057,3.129280003,5.026548246,9.35395322,304,,,
4/14/2022 16:00,36994.67,18.33333333,5.319550344,3.129280003,4.345869837,8.928773528,127,,,
4/14/2022 17:00,36994.71,17.77777778,3.555892268,2.235200002,5.637413484,8.503593837,60,,,
4/14/2022 18:00,36994.76,17.22222222,3.622514159,4.470400004,5.270894341,8.078414145,14,,,
4/14/2022 19:00,36994.8,16.66666667,3.801245084,7.599680007,5.235987756,7.653234453,0,,,
4/14/2022 20:00,36994.84,16.11111111,4.091889654,4.023360004,5.044001538,7.228054761,0,,,
4/14/2022 21:00,36994.88,15.55555556,4.091889654,4.023360004,5.009094953,6.802875069,0,,,
4/14/2022 22:00,36994.92,13.88888889,3.656277797,1.788160002,4.660029103,6.377695377,0,,,
4/14/2022 23:00,36994.97,13.33333333,3.656277797,1.788160002,5.078908123,5.952515686,0,,,
4/15/2022 0:00,36995,12.22222222,3.525687556,1.341120001,4.36332313,5.527335994,0,,,
4/15/2022 1:00,36995.04,11.11111111,2.990247673,1.341120001,5.078908123,5.102156302,0,,,
4/15/2022 2:00,36995.08,11.11111111,2.588771779,1.788160002,4.817108736,4.67697661,0,,,
4/15/2022 3:00,36995.13,11.66666667,2.45480779,1.341120001,6.091199089,4.251796918,0,,,
4/15/2022 4:00,36995.17,11.11111111,1.919367907,0.894080001,4.537856055,3.826617226,0,,,
4/15/2022 5:00,36995.21,10,1.578534717,1.788160002,0.942477796,3.401437535,25,,,
4/15/2022 6:00,36995.25,10,1.383928025,2.682240002,0.785398163,2.976257843,185,,,
4/15/2022 7:00,36995.29,10,1.383928025,3.576320003,0.680678408,2.551078151,401,,,
4/15/2022 8:00,36995.34,11.66666667,1.960850131,2.682240002,1.326450232,2.125898459,613,,,
4/15/2022 9:00,36995.38,14.44444444,1.539352184,1.341120001,5.986479334,1.700718767,774,,,
4/15/2022 10:00,36995.42,17.77777778,1.540508646,1.341120001,3.490658504,1.275539075,895,,,
4/15/2022 11:00,36995.46,18.33333333,3.102305586,1.341120001,5.218534463,0.850359384,952,,,
4/15/2022 12:00,36995.5,18.88888889,3.600669504,0.894080001,2.513274123,0.425179692,946,,,
4/15/2022 13:00,36995.55,21.66666667,4.664102525,1.788160002,4.101523742,0,884,,,
4/15/2022 14:00,36995.59,22.77777778,4.664102525,0.894080001,1.93731547,3.149808383,761,,,
4/15/2022 15:00,36995.63,22.77777778,4.85243926,1.788160002,4.450589593,4.860367819,599,,,
4/15/2022 16:00,36995.67,23.88888889,5.08770422,2.235200002,3.804817769,5.058902637,359,,,
4/15/2022 17:00,36995.71,24.44444444,5.244757967,1.788160002,4.799655443,5.257437454,130,,,
4/15/2022 18:00,36995.76,22.77777778,5.791289835,3.129280003,4.188790205,5.455972271,10,,,
4/15/2022 19:00,36995.8,21.66666667,6.264009096,2.682240002,4.537856055,5.654507088,0,,,
4/15/2022 20:00,36995.84,20,6.311895889,1.788160002,5.480333851,5.853041906,0,,,
4/15/2022 21:00,36995.88,19.44444444,5.219248703,0.894080001,5.445427266,6.051576723,0,,,
4/15/2022 22:00,36995.92,17.22222222,4.504382001,1.788160002,4.241150082,6.25011154,0,,,
4/15/2022 23:00,36995.97,15.55555556,4.684223602,3.129280003,4.258603375,6.448646357,0,,,
4/16/2022 0:00,36996,14.44444444,4.141666174,2.235200002,4.241150082,6.647181174,0,,,
4/16/2022 1:00,36996.04,14.44444444,3.962580209,1.788160002,4.607669225,6.845715992,0,,,
4/16/2022 2:00,36996.08,13.33333333,3.775522962,0.44704,4.241150082,7.044250809,0,,,
4/16/2022 3:00,36996.13,13.33333333,3.577999539,1.341120001,4.049163865,7.242785626,0,,,
4/16/2022 4:00,36996.17,13.33333333,3.232218016,2.682240002,1.151917306,7.441320443,0,,,
4/16/2022 5:00,36996.21,12.77777778,2.861975592,1.788160002,3.700098014,7.639855261,18,,,
4/16/2022 6:00,36996.25,12.77777778,2.688913069,0.44704,2.303834613,7.838390078,146,,,
4/16/2022 7:00,36996.29,12.77777778,2.688913069,2.682240002,1.553343034,8.036924895,111,,,
4/16/2022 8:00,36996.34,13.33333333,3.232218016,1.788160002,3.560471674,8.235459712,530,,,
4/16/2022 9:00,36996.38,12.77777778,3.599108745,3.576320003,2.408554368,8.43399453,608,,,
4/16/2022 10:00,36996.42,14.44444444,4.141666174,4.470400004,1.8675023,8.632529347,449,,,
4/16/2022 11:00,36996.46,15,4.492283507,8.046720007,1.832595715,8.831064164,291,,,
4/16/2022 12:00,36996.5,15.55555556,4.492283507,8.046720007,1.815142422,9.029598981,257,,,
4/16/2022 13:00,36996.55,15.55555556,5.791289835,4.917440005,1.605702912,9.228133798,388,,,
4/16/2022 14:00,36996.59,15,5.901294428,3.576320003,1.343903524,6.934464313,561,,,
4/16/2022 15:00,36996.63,15.55555556,5.08770422,3.576320003,0.13962634,3.303238446,660,,,
4/16/2022 16:00,36996.67,16.66666667,4.326842172,5.811520005,0.558505361,3.153091244,396,,,
4/16/2022 17:00,36996.71,18.33333333,4.83724758,4.470400004,0.698131701,3.002944042,160,,,
4/16/2022 18:00,36996.76,18.33333333,4.82231995,2.682240002,0.261799388,2.85279684,17,,,
4/16/2022 19:00,36996.8,18.88888889,4.684223602,3.129280003,0,2.702649638,0,,,
4/16/2022 20:00,36996.84,16.66666667,5.219248703,2.235200002,0.575958653,2.552502435,0,,,
4/16/2022 21:00,36996.88,16.11111111,3.952799289,1.788160002,0.436332313,2.402355233,0,,,
4/16/2022 22:00,36996.92,15.55555556,4.318827909,2.682240002,0.750491578,2.252208031,0,,,
4/16/2022 23:00,36996.97,14.44444444,3.420778418,3.129280003,0.488692191,2.102060829,0,,,
4/17/2022 0:00,36997,13.88888889,3.748196742,4.470400004,0.593411946,1.951913627,0,,,
4/17/2022 1:00,36997.04,13.88888889,3.775522962,2.235200002,0.977384381,1.801766425,0,,,
4/17/2022 2:00,36997.08,13.33333333,3.232218016,4.023360004,0.715584993,1.651619223,0,,,
4/17/2022 3:00,36997.13,13.33333333,3.202696141,2.682240002,0.715584993,1.501472021,0,,,
4/17/2022 4:00,36997.17,12.77777778,2.861975592,2.682240002,1.221730476,1.351324819,0,,,
4/17/2022 5:00,36997.21,12.22222222,1.977656374,3.576320003,0.663225116,1.201177617,27,,,
4/17/2022 6:00,36997.25,11.66666667,1.971436459,1.788160002,0.610865238,1.051030415,191,,,
4/17/2022 7:00,36997.29,10.55555556,1.795373042,1.341120001,3.263765701,0.900883213,418,,,
4/17/2022 8:00,36997.34,10.55555556,1.609979329,0.894080001,3.804817769,0.75073601,633,,,
4/17/2022 9:00,36997.38,14.44444444,2.158411134,0.894080001,0.366519143,0.600588808,803,,,
4/17/2022 10:00,36997.42,16.11111111,2.256145067,1.341120001,5.480333851,0.450441606,917,,,
4/17/2022 11:00,36997.46,19.44444444,3.50804387,1.788160002,0.942477796,0.300294404,974,,,
4/17/2022 12:00,36997.5,20.55555556,2.527777114,0.44704,4.520402763,0.150147202,965,,,
4/17/2022 13:00,36997.55,21.66666667,3.041834691,0.894080001,3.752457892,0,906,,,
4/17/2022 14:00,36997.59,23.33333333,2.32083902,3.129280003,4.066617157,2.551432113,784,,,
4/17/2022 15:00,36997.63,22.77777778,2.32083902,3.129280003,5.183627878,4.669362267,612,,,
4/17/2022 16:00,36997.67,23.88888889,2.808455297,0.894080001,3.612831552,4.457118527,391,,,
4/17/2022 17:00,36997.71,23.88888889,2.581706606,1.788160002,5.445427266,4.244874788,155,,,
4/17/2022 18:00,36997.76,23.88888889,2.800677172,1.788160002,4.57276264,4.032631049,23,,,
4/17/2022 19:00,36997.8,22.22222222,3.209686389,1.788160002,4.276056667,3.820387309,0,,,
4/17/2022 20:00,36997.84,20,3.325348354,2.235200002,5.305800926,3.60814357,0,,,
4/17/2022 21:00,36997.88,18.33333333,2.990247673,1.788160002,4.08407045,3.39589983,0,,,
4/17/2022 22:00,36997.92,17.77777778,2.844995102,0.894080001,0.34906585,3.183656091,0,,,
4/17/2022 23:00,36997.97,15.55555556,3.036639873,1.341120001,5.131268001,2.971412352,0,,,
